user_name,rating_star,date,comment,comment_likes
Sammy,★★★★,22 Jul 2025,"We finally have the definitive Fantastic Four film that not only is one of the most visually striking MCU films but is a film with so much reverence for the godfather of Marvel’s First Family, Jack Kirby. I know he’s up there smiling.
Matt Shakman and his creative team just get it, they understood the assignment. This is what happens when you get competent filmmakers with genuine care for the source material they’re adapting. It gives us something unique yet… more","1,192 likes"
Cameron Kozak,★★★★,22 Jul 2025,I give this a fantastic 4,"1,528 likes"
Matt Singer,★★★,22 Jul 2025,"There have been so many bad Fantastic Four movies at this point that it’s worth asking the question: Why’s it so hard to make a good one?
The Fantastic Four is one of Marvel’s most durable comic-book franchises. They produce a new issue more or less every single month, and have since way back in 1961. Fantastic Four movies tend to be ... a bit less reliable. In contrast to Spider-Man, the X-Men, Iron, Man, Captain America, the Avengers, and… more","1,096 likes"
vasili,★★★½,23 Jul 2025,when your circle four but y’all fantastic,"1,442 likes"
Sydney🚀,★★★½,24 Jul 2025,I finally liked one of these I’m gonna go buy a lottery ticket,"1,122 likes"
cameronsilas,★★★★½,21 Jul 2025,I yearn for space exploration just like Johnny Storm.,"1,160 likes"
zac.blonded,★½,24 Jul 2025,You can dress it up and make it look as pretty as you want but a plain cheese sandwich is still a plain cheese sandwich,"1,272 likes"
lucia🎞,★★★½,21 Jul 2025,"i never thought i'd live to witness ebon moss-bachrach rock hard in the big screen, but that's the thing, this film really clobbers expectations",993 likes
JackFolla,★★★,23 Jul 2025,"The Fantastic Four: First Steps is a pleasant film, with good actors, a beautiful aesthetic, and timeless characters that are always a pleasure to see on the big screen.
Unfortunately, it's also a very small film, locked into a predictable, repetitive and uncourageous plot that quickly gives up on its sole purpose: paving the way for the next Avengers film.
To make a film that could really relaunch the MCU these were the right actors and characters but much more courage was needed.",981 likes
adambolt,★★★½,24 Jul 2025,pretty good but would've been better if we saw how they came up with their name and also miles teller was in it,"1,031 likes"
SilentDawn,★★½,24 Jul 2025,"50
Comfortably the best that the Fantastic Four has ever been on screen, and somehow still a middling Marvel introductory episode. I enjoyed the retro-futurist production design and space-age optimism, its grand orchestral soundscape by Michael Giacchino, not to mention the BIG menacing cosmic presence of Galactus. There's plenty of care taken in the visual details of the world, and it helps that First Steps is actually, really, truly self-contained and not constantly cutting back to Avengers headquarters or whatever… more",957 likes
⋆ ˚｡⋆୨୧˚ mak ˚୨୧⋆｡˚ ⋆,★★★★,23 Jul 2025,absolutely rivals twilight for most insane looking baby cgi,"1,001 likes"
Sethsreviews,★★★,24 Jul 2025,"stands among the handful of MCU films that can stand alone within the world it inhabits (until the groan-inducing post-credit that is), which is an accomplishment in and of itself. Can tell it's been chopped to pieces: it feels like it wraps up far too quickly and lacks the level of urgency it tries to sell as a result. Works best when it's just the four conjuring thoughts within the retro-futuristic backdrop, especially the bits with the thing, which were… more",820 likes
lucascharmoso,★★,22 Jul 2025,"tudo a mesma coisa sempre a mesma coisa nada surpreende vc sabe tudo que vai acontecer nenhuma consequência filme feito na canetada vilão ruim história fraca rasa 
eu estou velho.",785 likes
m,★★★★½,23 Jul 2025,marvel has really made its comeback this year. this was FANTASTIC. absolutely loved the retro feel to it. vanessa kirbys face card is LETHAL.,817 likes
Jeff Zhang,★★½,28 Jul 2025,"I admire that this is clearly the most Marvel has cared about one of their films in years, but you can also see its flop sweat from outer space: so concerned with not ruffling any feathers or taking any big swings that it forgets all about chemistry, rhythm, or pep. Two-hour proof of concept when it should’ve been a two-and-a-half-hour movie.",506 likes
Miguel Araiza,★★★½,22 Jul 2025,"La disfruté. 
A pesar de tener un tercer acto espantoso que amenaza con desmoronar todo lo que había logrado, sus aciertos son tan positivos que, en general, diría que la película es un paso en la dirección correcta para esta franquicia. La dinámica entre los actores funciona muy bien (en particular destaco a Vanessa Kirby y Joseph Quinn), el diseño de producción es extraordinario, la fotografía es lo mejor que ha entregado Marvel (exceptuando la batalla final) y Michael Giacchino… more",704 likes
Kit Lazer,★★★½,24 Jul 2025,Aside from the occasional Renesmee cameos it’s a pretty movie with a strong emotional anchor to the stakes.,731 likes
SuperBardiBros,★★,25 Jul 2025,"It’s so jarring to go from Superman to The Fantastic Four because it shows how formulaic the Kevin Feige machine has become — Once again with a story made by committee, let’s just go from point A to point B with nothing to say, once again a villain with shit motivations, once again a big portal to save the day, once again with goop CGI and action that feels weightless (although I’m convinced you can never make stretching look cool or… more",772 likes
esther,★,25 Jul 2025,"kevin feige went freddy krueger on this shit my god. chopped and screwed. some really solid reed richards material survived the butchery, at least. first time pedro pascal has been the best performance in one of his projects? it's nice that they skipped the origin story but this movie is in such a rush that it ends up feeling like a trailer for these characters' appearance in the next avengers. just absolute barrel-bottom marvelslop of the kind they promised they had finally outgrown (remember before you get mad: i liked thunderbolts*)",648 likes
Zach Pope,★★★★★,22 Jul 2025,"As a new father this film just hits on such an immense level of emotion❤️
Truly just Fantastic in about every way you would want! 
A story that develops the family to incredible heights giving each member a moment to shine, incredible score that highlights each moment, & another building block for the future of the MCU

Everyone was casted perfectly & the chemistry between the family was everything I wanted. Galactus was jaw dropping, Silver Surfer was badass, I just loved my time so much with this family! This is the future of the MCU",529 likes
chloé†🍸,★★★½,29 Jul 2025,sue storm is the mother i aspire to be and reed richards is the father my husband should aspire to be. i'm dead serious!!!,340 likes
H. Coley,★★½,24 Jul 2025,"golly, I wish I'd loved this. The Fantastic Four were among my favorite superheroes when I was a kid (I'm pretty sure Rise of The Silver Surfer was the first comic book movie I saw in theaters) though admittedly my passion for these characters has not lasted into adulthood to the same degree as Superman or Spider-Man. when it comes to realizing Marvel's first family onscreen in a way that pleases comic book fans on paper, this does everything right.… more",548 likes
Robbie Cooper,½,24 Jul 2025,"The rare ocassion in which the set design does all the heavy lifting.
Absolutely awful. I felt embarrassed watching this, both for the cast and crew who worked on it and especially for myself.
So long Marvel. It was fun while it lasted.",532 likes
alexcolemann,★★★★,24 Jul 2025,Michael Giacchino we’re pouring the entire Earth’s supply of honey on you goat. Shalla-Bal I will herald all of you btw.,493 likes
trin,★★★,25 Jul 2025,the beard came right when i started getting used to how he looked,635 likes
Austin Burke,★★★★,21 Jul 2025,"Say that again?
2025 list - Click HERE
My full video review - Click HERE
Marvel’s latest entry is a family-first spectacle with massive stakes, perfect casting, and a retro futuristic vibe that allows this movie to breathe on its own. It absolutely nails the tone and feels so stylistic, dishing out comic references left and right. The biggest highlight, as expected, is Michael Giacchino’s top tier score… This theme is already iconic but feels even more impactful with context. These characters… more",469 likes
Rendy Jones,★★★,21 Jul 2025,Love how the plot is *Patrick Star voice* We should take Galactus and push him somewhere else!,524 likes
Rachel Leishman,★★★★★,21 Jul 2025,how can we not talk about family when family's all that we've got,536 likes
Blake's Takes,★★★★,23 Jul 2025,"Yeahhhh the MCU just may be back! Absolutely loved the uniqueness and aesthetics to this Fantastic 4. It feels like an entirely different universe as it should and man did this film just work. While I had some skepticism about the main cast, it was all washed away within the first act. The real MVP’s are Michael Giachinno for that FANTASTIC score and the production design. Easily one of the best looking MCU movies if not the best. Julia Garner as Silver Surfer had me acting different. She was serving every scene. I already need to see again asap. WE WON",454 likes
Bara Prima,★★★★,22 Jul 2025,"“I will not sacrifice my child for this world, but I will not sacrifice this world for my child. 
We will face this together! We will fight this together!
And we will defeat this together—as a FAMILY.”
😭😭😭
Congratulations Marvel for giving us Fantastic Foreplay—got me going, ended too soon!",458 likes
"Rafael ""Mister Movie"" Jovine",★★★,27 Jul 2025,"RESEÑA EN ESPAÑOL
Dominic Toretto’s favorite film.
So I wouldn’t say I’ve been excited about this movie. The trailers didn’t impress me much; however, the clips they began releasing piqued my interest, particularly the one featuring Silver Surfer titled ""I Herald""—which I haven’t seen yet, but I wouldn’t be surprised if it has become a meme by now—so my expectations were relatively low.
And while I wouldn’t call this film fantastic (haha), this was a pretty decent time. This being… more",380 likes
Damo,★★★★½,25 Jul 2025,"“Your planet is now marked for death.”
Yeah man this absolutely fucks. Marvel is fucking cooking rn and I’m here for it baby. The cast, the family dynamic, the retro vibes, the incredible visuals, even the CGI (aside from a few instances) are phenomenal. Stakes are extremely high and the action scenes hit the spot man. Matt Shakman does it again baby. Wish they spent a little more time in the beginning because it does feel a little fast at… more",438 likes
dima,★★★★,23 Jul 2025,SUE STORM IS HER NAME,435 likes
LeSchroeck,★★★,22 Jul 2025,"Consistent, unexcited, optimistic, nice. Chic retro designs, sometimes nice, sometimes mediocre CGI, relatively little action, a simple story that starts likeably and ends with little suspense, harmless and manageable humour, a charming cast and thematically as old-fashioned as it is somewhat limited. In other words, a friendly antithesis to the Guardians, who become cartoon Eternals in blue. Thunderbolts and Superman were more fun, The Incredibles showed how to do it 10 to the power of 4 times better and Vanessa… more",406 likes
˗ˏˋ suspirliam ˊˎ˗,★★★½,25 Jul 2025,went to the cinema to watch the new avatar trailer and they very kindly played this movie for free afterwards it was pretty cool actually,455 likes
Movius⎊,★★★★,23 Jul 2025,As Joseph Quinn once said: FANT-ASS-TIC,430 likes
A76,★★★½,24 Jul 2025,"Silver Surfer pulled up like Marty McFly but depressed.
2025 Ranked
MCU Ranked ",415 likes
alec,★★½,24 Jul 2025,at the Alamo drafthouse they put down what I thought was my burger right in front of me. I started scarfing the fries and then took a bite and it was definitely not a burger. so I took another bite and held it down in the light under the table… and I’m taking a gander at a chicken sandwich. so I ask the guy next to me “did you order a chicken sandwich?” And he goes “yeah” and I said… more,557 likes
Mariotbl,★★★★,23 Jul 2025,"Marvel en todo el sentido de la palabra.
Como era de esperar, es la mejor interpretación de los Cuatro Fantásticos. Se respira frescura durante la película al ver a estos personajes de vuelta, y lo hacen de la mejor manera. Todo el cast me gustó, pero lo que más deseaba era ver por fin a Galactus bien representado, y aunque lo consigue por su presencia, diseño y voz, su conclusión no me terminó de convencer. Aun así, fue genial.
Pero… more",394 likes
joe,★★★★½,24 Jul 2025,"“whatever life throws at us, we face it together. as a family.”  🤍🩵💙
the fantastic four: first steps is so perfectly cast. I love the dynamics between every member of marvels first family. it felt so authentic & real chemistry wise. the gorgeous retro bright 60s vintage production design, practical sets plus some of the most bold & impressive visuals & vfx/character designs of the entire mcu. It all truly makes you feel immersed into this futuristic styled world matt shakman has created.… more",400 likes
mckenna ୨ৎ,★★★★,24 Jul 2025,thank you pedro pascal for inventing teleportation,444 likes
Matheus Dias,★★★★,23 Jul 2025,"The Fantastic Four: First Steps 2025
Nota:14/20

fantastic, just fantastic",381 likes
Nazarudin,★★★★,23 Jul 2025,"it is.. fantastic! the visual, the performances, but it felt like it was over really quickly, maybe because the preparations for facing Galactus took quite a long time, which is necessary, so the rest felt fast. But overall it is really good. love the family dinamic!
2025 Ranked",396 likes
JayShmoney,★★★,24 Jul 2025,"WE ARE SOOO BACK!! THE BEST MARVEL SINCE ENDGAME!!! AN ABSOLUTE TRIUMPH!!!!

(this review has been paid for and sponsored by Disney™©)",394 likes
A,★★★½,24 Jul 2025,"This was my first Marvel film experience in theatres! 
I went in with zero knowledge of the Fantastic Four, not even the characters or their powers, Experiencing it all for the first time on the big screen made it an entertaining and worthwhile experience. 
Now we’re stuck waiting for an entire year and a half, and I’m definitely not ready for that kind of wait.
MCU Ranked
2025 Ranked",387 likes
Brian Tallerico,★★★½,21 Jul 2025,"One of the things I really like about First Steps is that it’s the first MCU in a long time that stands apart from other movies or shows. You don’t have to do homework to enjoy it. (And top tier production design and score help too.)
Also as an over-anxious dad who worries about every possible scenario with his sons, I feel seen.",377 likes
Joel Haver,★★★,27 Jul 2025,"I find it incredibly difficult to not compare this to Superman(2025), having seen both movies within the last week, as well as both of them being the only new superhero movies I’ve seen in years. In short, this is leagues better. In long:
Both movies have their own means of skirting lengthy origin stories (something I guess we’ve decided are no longer needed/interesting). Fantastic Four chooses to do so in a brisk, stylish opening sequence that I found charming and engrossing… more",297 likes
Damo,★★★★½,29 Jul 2025,"“IT'S CLOBBERING TIME!”
Had to go and rewatch this man!! It still doesn’t get up to that 5 stars but sheesh what an incredible film that Marvel desperately needed to nail. The MCU has been cookin up recently and I’m honestly excited to see if the streak continues. (Zero chance they fuck up Doomsday right???). 💯
2025 Ranked
Favorite Films",215 likes
Barmilliv,★★★½,29 Jul 2025,,225 likes
legolas,★★★★,29 Jul 2025,"Funny how it took four tries to get Fantastic Four right… and the fourth time, they actually nailed it. It’s...wait for it...fantastic!!!!
Well, what works so well here is the confidence to skip past the usual origin story. We know who the Fantastic Four are. This film drops us straight into a world where they’re already established and not just as ""ordinary"" term of superheroes, but as these almost mythic, world-shaping figures. There’s something weirdly utopian about their universe, like… more",206 likes
Troy,★★★★½,24 Jul 2025,"Wow that was… what’s the word? Oh god it’s right on the tip of my tongue.
Oh yeah, of course.
Really good",383 likes
claira curtis,★★★½,24 Jul 2025,"I’m so glad Marvel has started to finally figure out how to write complex women. It only took…. a pretty long time. Sue Storm’s role saves the big “time to do a huge fight” finale from the usual boring schtick most of these adopt, similarly to how Yelena does in Thunderbolts.  There’s certainly a little More™️ going on here emotionally thanks in part to the script’s refusal to undercut every heavy moment with a quip. However, I do think this… more",362 likes
cameron fetter,★★½,30 Jul 2025,"as a fantastic four fan i did not like the casting of this at all when it was announced, but pedro pascal was better than i expected, and so was desi from girls, no he’s NOT cousin from the bear he’s desi from girls. joseph quinn was BAD. ralph ineson was awesome…
would have benefitted a ton from the superman approach. i want to see diablo and the puppetmaster and the wizard and the red ghost not just hear their… more",238 likes
coleman spilde,★★,21 Jul 2025,"good god girl get a grip. a whole superhero film built around the trolley problem, how very riveting and original. some sleek and interesting production design and world-building that constantly threatens to be undone by weird cg work. (at least you can see what’s happening most of the time here, extra point.) vanessa kirby contractually stipulated that she’ll only be shot at a three-quarter angle with jawline snatched. pedro pascal’s snooziest role of his summer trio. joseph quinn is so hot… more",373 likes
Ella Kemp,★★★,27 Jul 2025,"Fun! Light and zippy, felt like the first episode of an old old TV show, or, like, a comic strip, which is dumb to say but also how dumb that no films like this since I’ve been alive (??) have felt like that. Thought I’d be more emotionally invested/moved but still entertained. Ebon is awesome, Silver Surfer innocent (and awesome) and if that’s not the best baby acting I’ve seen in forever. I wonder if Matt Shakman has seen Pieces… more",302 likes
peskypaul,★★★★½,30 Jul 2025,"⚠️87%
🔙Sovereign🔙 
🔜Locked🔜
The kiddo wanted to get back in for a Fantastic Four rewatch, can’t say I was against that idea either. It was an absolute blast and continues to grow on me, an absolute joyous occasion; one that I can’t wait to experience in the comfort of my own home. I can see myself getting another couple of visits once it’s released on 4k, I guess it’s about time I up this to a low 4.5 because it’s… more",231 likes
mac,★★★,24 Jul 2025,has a lot of heart but is unfortunately overshadowed by Kevin Fiege.,354 likes
ash vs. films 🪓,★★★★★,27 Jul 2025,"OMFG what a fantastic masterpiece!!!
What can I say, I loved it from start to finish and I had an amazing time in the theater. I love the retro-futuristic aesthetic and the CGI is magnificent!!! and GALACTUS, excuse me???? what a damn perfect design.
I won’t give any details about the post-credit scene but what the hell???!!! what awaits us in the future of the MCU!! I love it.",281 likes
alor,★★★★½,24 Jul 2025,"We finally got a proper, scary-looking, comic-accurate Galactus. Life is worth living guys!!",357 likes
Tyler Whitmore,★★½,24 Jul 2025,"Both Superman and The Fantastic Four: First Steps are meant to primarily reintroduce you to iconic staples of comic book universes while secondarily building towards something greater, but the difference is walking out of that theater tonight I felt deflated by the cheap cheers, forced narratives, and ultimately an eye-roll whereas Superman genuinely filled me with hope and optimism for what’s to come. 
That’s not to say I didn’t like the movie, though. Matt Shakman delivers one of the best… more",332 likes
⋆ ˚｡⋆୨୧˚ mak ˚୨୧⋆｡˚ ⋆,★★★★,21 Jul 2025,finally some good fucking food (an f4 movie that isn’t absolute dogwater),336 likes
Adam Putra,★★★★,23 Jul 2025,"iman vellani will say: ""about time they don't shy anymore, now we're talking""",323 likes
TheRealQueen,★★★★,20 Jul 2025,“We will face it together as a family” Dom Toretto has entered the chat,446 likes
peskypaul,★★★★,24 Jul 2025,"❤️‍🔥80%
🔙Fantastic Four🔙 
🔜Happy Gilmore🔜
Don’t get me wrong this movie does come with its flaws, but I definitely had fun especially with the aesthetics and of course the magnificent score by Michael Giacchino. Plus attending a packed premiere night for any movie is a fun time, especially a marvel opening night, although they don’t quite hit the same; Infinity War & No Way Home premieres come to mind. 
I’ll start firstly by saying I absolutely hate what Marvel have done… more",321 likes
Cam Walsh,★★★★,24 Jul 2025,"I HERALD HIS BEGINNING, I HERALD YOUR END, I HERALD… this review
My favorite parts were the score and cinematography. Shalla-Bal supremacy, Galactus supremacy, Ebon Moss-Bachrach Ben Grimm supremacy and Vanessa Kirby Sue Storm supremacy.
Some choices I would have liked to see done differently (will talk on TikTok whenever I post my review) and it needed to be longer but I had a really great time.
George carmi made me sit front row so my neck is now hurting
75/100",316 likes
Kevflix And Chill,★★★,24 Jul 2025,"Let’s start with what works: the retro-futuristic aesthetic is slick and stylish—I need their car in my life. Michael Giacchino’s score is stellar. He’s a perfect match for this film. (But we already knew this after his scores for The Incredibles.) I also appreciated that we didn’t get a traditional origin story. The four-year television retrospective used to catch us up was a clever way to fill in the blanks without dragging us through another origin story. 
I love everyone in… more",319 likes
rickyfonseca,★★★★,23 Jul 2025,A mother's love will always be more powerful than anything. Such a colorful and fantastic family! I see how this influenced the Incredibles. They really take their time to build the team and also visually it's pretty nice. So excited for what's coming next!,318 likes
joe,★★★★★,25 Jul 2025,"sue’s birthing sequence is one of the most beautiful scenes I’ve ever seen in a comic book movie. 
all of the issues I had on my first watch are completely disregarded due to the emotional impact this left me this time around. the chemistry between the four is beyond powerful it truly elevates the storytelling & the dynamics. visually stunning & beautiful all around. I can’t get over how impressive the vfx are especially for shalla-bal/sliver surfer & galatus. I also don’t think… more",311 likes
Sophie Holsinger,★★½,24 Jul 2025,"The fact that this movie has an actual visual identity and aesthetic is a little something to celebrate but I wish the script had an ounce of playfulness to match. Good score, bad CGI, incredibly ironic that the flexible man gives one of the stiffest performances I’ve seen in a while—a real mixed bag. Will simply never forgive them for giving my girl fucking beach waves.",309 likes
shookone,★½,28 Jul 2025,"Is Marvel getting funding from the national association of evangelists recently? this must be the most reactionary, hidebound, morally cleaned up superhero take I've seen in quite a while. a filmic tranquilizer that seems to tell you ""everything will be alright, even if it's looking as gloomy as it does right now. here, take some nice pastel tone colors in our setting!"".
it's calm, it's tidy, it's jovial - so yeah, it's pretty bland and boring. I expect several technical… more",211 likes
hugeasmammoth,★★★,25 Jul 2025,The Fantastic Four: First Steps does something that no other movie has successfully accomplished. It makes Natasha Lyonne’s vibes feel extremely heterosexual.,336 likes
Benjigotfried,★★★★,24 Jul 2025,"WOAH is Marvel finally starting to get it together? I had such a delightful time with this!! Pedro Pascal, Vanessa Kirby, Ebon Moss-Bachrach, Joseph Quinn, Julia Garner, and Ralph Ineson are all casted extremely well!! Matt Shakman did a brilliant job making this! This is visually one of the most stunning movies I have ever seen from Marvel!! This is another huge win for the MCU!!! Spider-Man 4 & Avengers: Doomsday are gonna be very interesting!
MCU Ranked
CBM Ranked
2025 Ranked 
The 2025 Benji Gotfried Awards ",296 likes
flávia,★★★★½,23 Jul 2025,imagine my surprise when I saw pedro pascal having to decide if he saves his kid or the world… again…,329 likes
luca mehta,★★★½,22 Jul 2025,"much better than i expected and by default the best fantastic four film by a large margin. the titular four are truly fantastic, particularly my main man ebon moss-bachrach as ben grimm. the only real weak link for me was silver surfer, and i kinda wish we had a little more with this character. goes stupid in full-frame 1.43:1 imax and galactus is fucking awesome. that said, though, i think that marvel played things very safe here. its hard to not get… more",288 likes
joe,★★★★★,27 Jul 2025,"cried my eyes out this time around.. I need sue & wanda to meet so badly 🥹
“don’t tell me how to kill sexy aliens” johnny storm the man that you are",237 likes
Chris Buie (Film Stocked),★★★★,21 Jul 2025,"WATCH MY REVIEW HERE!
An MCU retro period piece with a stellar cast + Michael Giacchino cooking with the score? We won. 
Very confident this movie will only get better with each viewing… LOTS to say linked up above!",281 likes
Marcelo CINEcaverna,★★★,23 Jul 2025,"Os visuais e história sci fi do Quarteto me atraíram mais do que Superman. Contudo, a estrutura da história e algumas soluções puxam o filme pra baixo. A trilha do Giacchino PQP coisa boa! Elenco todo da equipe tá bem só queria ter tido mais substância pro Coisa e o Tocha Humana. Surfista qualquer coisa, mas Galactus tá TOP!",273 likes
Matthew Kelly,★★★★,26 Jul 2025,Johnny had Kenergy and I love it,321 likes
peskypaul,★★★★,25 Jul 2025,"❤️‍🔥85%
🔙Happy Gilmore🔙 
🔜Happy Gilmore 2🔜
Less than 18 hours later and I’m back seated for the Fantastic Four, don’t think I’ve ever done that but it was a huge success. This film is great to begin with and a second viewing only solidifies that fact, couldn’t say the same about Superman on a second viewing, so there is that. 
Going back to these summer movies with my son has been a lot of fun to see his reactions; he… more",282 likes
Michael James,★★★½,27 Jul 2025,"The Fantastic four were fantastic, but am giving them a three point five.
The fresh reboot ends up a solid IMAX experience. Huge Galactus and ambitious visuals needed such a big screen man. Also, the production design was damn appealing, especially the retro futuristic world. Would have loved some comic book flavored playful humor, nevertheless ends up a good watch.",232 likes
Regelegorila,★★½,23 Jul 2025,C'est le meilleur film 4 Fantastiques mais ça ne veut pas dire grand chose (cliquez ici pour la critique).,273 likes
AbandonChimp,★★★½,26 Jul 2025,"Galactus might not be the most pleasant or charming fellow, but you can’t deny one thing:  he eats.",308 likes
Daniel,★★★★★,24 Jul 2025,"""Are you the protectors of this world?""
""Yes, we are.""
Four years after Reed Richards (Pedro Pascal), his wife Sue Storm (Vanessa Kirby), Ben Grimm (Ebon Moss-Bachrach) and Johnny Storm (Joseph Quinn) received superpowers while exposed to cosmic radiation and became the superhero team Fantastic Four, Reed and Sue are expecting their first child. Then, an alien being (Julia Garner) arrives on Earth, declaring the planet has been marked for destruction ...
Fantastic Four: First Steps is a superhero film… more",281 likes
Preet,★★★★,25 Jul 2025,what do you mean she's not the surfboard???,292 likes
